label_true	label_predicted	Danish	Dutch	English	Finnish	French	German	Hungarian	Italian	Japanese	Korean	Mandarin	Polish	Portuguese	Russian	Spanish	Swedish	Turkish	Estonian	Arabic	Basque	Catalan
German	Basque	0.003124324	0.087084614	0.04978456	0.006115811	0.30507743	0.08393497	0.021732997	0.44769883	0.079429954	0.0036494422	0.028323501	0.0027296485	0.049656298	0.16723643	0.4189442	0.26825994	0.3169908	0.0578263	0.11412069	0.5228881	0.1164501
Dutch	Dutch	0.46738628	0.53851175	0.38098988	0.18741556	0.03921683	0.34121737	0.015579954	0.033599805	0.005546905	0.035749473	0.025821503	0.030895969	0.088245854	0.3338743	0.05975137	0.25383097	0.012956245	0.027695596	0.013960294	0.009167149	0.023122534
Italian	Swedish	0.08106302	0.050914124	0.113398835	0.10952677	0.054415554	0.02836162	0.014706169	0.11507557	0.08298303	0.02997929	0.027337369	0.017604208	0.03419101	0.1391699	0.15017435	0.94409764	0.0362496	0.016675258	0.057513267	0.013480103	0.02057379
French	Spanish	0.0065121804	0.012819121	0.014704033	0.0119151715	0.24976528	0.018062357	0.0016326723	0.43200144	0.00829073	0.0027217292	0.0144238835	0.0014256211	0.102269135	0.22885631	0.62196404	0.018692387	0.069248356	0.016544474	0.046669364	0.42517546	0.3343171
Swedish	Swedish	0.06301709	0.094951645	0.18125896	0.39853266	0.069176674	0.050692264	0.012536527	0.22201262	0.0056753308	0.11209688	0.05490407	0.0064609055	0.05058422	0.32900798	0.35127124	0.6521759	0.1696993	0.008756348	0.10719837	0.120873176	0.091474496
Italian	Hungarian	0.076318495	0.09812838	0.102627486	0.37515625	0.0933816	0.043654516	0.53092265	0.52337795	0.113255076	0.08056974	0.12413503	0.08685975	0.12760553	0.24197268	0.30713293	0.18612044	0.042588558	0.03391891	0.081815	0.07806135	0.07080439
Japanese	Japanese	0.06332198	0.17059055	0.08045907	0.20390515	0.37106296	0.04993918	0.14627887	0.16873118	0.5691141	0.079931326	0.22809608	0.11486828	0.24960735	0.46613652	0.10340981	0.16340975	0.058336355	0.009584384	0.108078785	0.015070202	0.029998835
Polish	Polish	0.0025650708	0.005725289	0.004178579	0.00092671794	0.0019852044	0.03249024	5.112415e-05	0.0003616745	0.00015272462	0.00059674133	0.0010532663	0.99882066	0.0017804272	0.03502515	0.0011166796	0.0014474349	0.0017157213	0.00040818055	0.0006209953	0.00014139907	0.0012656058
Estonian	Estonian	0.0001126579	0.014237798	0.011081087	0.002310604	0.011745814	0.008455261	0.00019180668	0.05174877	0.011215371	0.00011027564	0.00013044266	0.0004838617	0.06603936	0.11919218	0.45365056	0.0091857165	0.020694815	0.7966739	0.0018650341	0.052237045	0.36654425
French	Dutch	0.0015050261	0.58050305	0.328931	0.0001867888	0.5153516	0.37070438	0.00034611343	0.043968946	0.031947672	0.0020744617	0.027041197	0.0025016603	0.046485007	0.20278278	0.010250343	0.0068387445	0.32006577	0.009708477	0.02940089	0.010786844	0.034100726
Mandarin	Mandarin	0.0011225173	0.010642406	0.015806386	0.00013464536	0.006250685	0.010073635	6.55668e-05	0.015376178	0.0022376697	0.002570778	0.9995037	0.00027868428	0.0038529302	0.0034455787	0.007480259	0.0049897176	0.00923199	0.0015451704	0.00383693	0.0048910636	0.002369476
Basque	Catalan	0.0069568744	0.1959566	0.04577933	0.011561095	0.31056425	0.0868507	0.004041711	0.36852542	0.0482732	0.007434312	0.101617046	0.012251948	0.16284807	0.19863568	0.42219695	0.06724598	0.2707752	0.26425895	0.17959903	0.3036416	0.43621913
Finnish	Finnish	0.006056619	0.0006836614	0.00074332254	0.9944465	0.00043484973	0.00032271142	0.0002472866	0.009541684	0.007075322	0.0012908616	0.00021978922	0.0010501619	0.002135786	0.0027967473	0.014600865	0.013079309	0.0003459797	0.10233767	0.0015268084	0.0027184605	0.003849309
Catalan	Russian	0.07400148	0.13895656	0.10519984	0.36275423	0.12450863	0.052138407	0.10987626	0.0976851	0.052102644	0.07676976	0.016887529	0.21875235	0.29696095	0.7379589	0.17738003	0.19007055	0.14380795	0.07801438	0.04357828	0.019771434	0.08098479
Italian	Dutch	0.007043263	0.37304613	0.20097297	0.0039761444	0.290689	0.34929767	0.0031776666	0.22780305	0.038254485	0.0050440845	0.08722499	0.009842896	0.2288819	0.32100704	0.25166965	0.29894727	0.3517445	0.059681356	0.24572651	0.16400984	0.17339973
French	Russian	0.019769285	0.4075523	0.08027046	0.03719196	0.4869545	0.18450609	0.00062706694	0.08248629	0.015133724	0.0018848005	0.030287711	0.13298137	0.08564028	0.63729155	0.10440395	0.31769904	0.037522636	0.0006553277	0.044427633	0.0035633903	0.013255553
Estonian	Basque	0.0009141692	0.022295058	0.009667949	0.00031984766	0.2633009	0.04714895	0.00023729344	0.5294266	0.0077945148	0.00023915729	0.0056818896	0.003162567	0.045393344	0.40352276	0.19814357	0.0070188576	0.0637848	0.088205464	0.0071287565	0.5713152	0.32397622
Italian	Italian	0.0016834721	0.114110254	0.030340806	0.0004138587	0.33120066	0.23151718	0.00044636868	0.6113925	0.0051180013	0.00061384303	0.065483086	0.004700364	0.14097427	0.24622259	0.37189138	0.03314687	0.19798647	0.065229066	0.089342676	0.3910003	0.14284746
Danish	Finnish	0.5211126	0.10175056	0.12988307	0.5350984	0.08134701	0.07270795	0.028611284	0.2205121	0.081913896	0.06318685	0.03049236	0.0662605	0.18261659	0.24716699	0.2858491	0.38173363	0.029824477	0.045585636	0.07395192	0.05109037	0.067827396
French	Russian	0.004317518	0.1625019	0.21704692	0.0063862414	0.3268712	0.17737426	0.0056079747	0.37608567	0.20626646	0.004144228	0.015118301	0.009621758	0.2479936	0.42153922	0.20730144	0.2759726	0.37259054	0.14679028	0.08344849	0.14802739	0.23703185
English	Japanese	0.022064889	0.25709662	0.10892392	0.031365078	0.16672616	0.099764585	0.035260677	0.09117892	0.5890975	0.06650916	0.055695944	0.4482539	0.08172314	0.23258024	0.11015892	0.24629486	0.14151342	0.22943614	0.3192963	0.051196538	0.08342273
Italian	Catalan	0.002386593	0.08090753	0.10862794	0.001489301	0.30588096	0.024994023	0.0015488701	0.57836854	0.034664612	0.0012716944	0.027531253	0.001973789	0.1086448	0.19624783	0.2801355	0.0064211003	0.1741637	0.047160115	0.011821713	0.07781377	0.61918867
German	German	0.0017745481	0.34833926	0.25146085	0.00022743833	0.19130233	0.81135947	0.000106751104	0.0631577	0.013870455	0.00076662883	0.06140871	0.0019169122	0.049055427	0.3027039	0.04085267	0.029794814	0.10116404	0.028413653	0.01459144	0.029132007	0.062215466
Arabic	Arabic	0.38222447	0.04556765	0.020441933	0.18387082	0.047843833	0.07337679	0.11795145	0.07669555	0.02465844	0.093789056	0.017891498	0.12829798	0.067217946	0.05063544	0.17974368	0.41377845	0.08633233	0.028056651	0.7338162	0.06724191	0.045803662
Russian	Russian	0.010208881	0.17715046	0.01930629	0.020657841	0.28537783	0.0740177	0.0013838486	0.09546893	0.089122504	0.004082254	0.009223053	0.030499456	0.044326227	0.7248757	0.11519883	0.038084794	0.55032337	0.012916022	0.12644772	0.027070645	0.02878504
Italian	Italian	0.022385042	0.08914844	0.01626237	0.027224516	0.18220493	0.023478335	0.0041757314	0.65593725	0.13504188	0.024799135	0.004452181	0.32406425	0.18132019	0.5474907	0.19995147	0.07759641	0.02459631	0.055813286	0.01871624	0.059906192	0.1278746
Korean	Korean	0.07319533	0.038959872	0.07733892	0.059612524	0.04513624	0.039458778	0.09518671	0.056960646	0.06044946	0.9401692	0.14805631	0.091678225	0.03523767	0.06718527	0.03446812	0.11152201	0.075327866	0.013310478	0.1536888	0.025891941	0.016421644
Catalan	Catalan	0.0081332475	0.11534141	0.057073057	0.021244146	0.06712622	0.07467626	0.0027194296	0.16632329	0.0034796298	0.0023307032	0.004306508	0.0030427861	0.04579247	0.13147075	0.3369891	0.0069995257	0.033194393	0.17970584	0.0064658583	0.1541547	0.8688666
Finnish	Finnish	0.0099101085	0.0009516907	0.00031541448	0.9996926	0.00024538094	0.000118683594	2.0282732e-05	0.008426553	0.000535859	0.0004260484	3.1646527e-05	0.00010584112	0.0009053179	0.001279948	0.020737005	0.0015442405	2.3311775e-05	0.0026967449	4.316016e-05	0.0007268099	0.0010644158
Finnish	Finnish	0.006829689	0.038212106	0.015304614	0.9667765	0.007511447	0.0036246805	0.031915873	0.059252627	0.034698837	0.022544498	0.00091271696	0.002803329	0.014688898	0.039999608	0.092256874	0.21600416	0.00252467	0.008441711	0.013050635	0.005422899	0.0044776653
German	Russian	0.0015785117	0.22538956	0.13990036	0.00051558006	0.26811007	0.3417973	0.0006055158	0.06437191	0.007053515	0.0011267889	0.017494382	0.031862117	0.2572416	0.69209945	0.04183754	0.010319807	0.4157778	0.017770387	0.02104894	0.016553015	0.120266646
Danish	Danish	0.89085734	0.094514765	0.07298451	0.34223145	0.04609206	0.042772293	0.018333277	0.12661622	0.016985089	0.04050334	0.010560916	0.012957942	0.02241305	0.09737956	0.15416189	0.018144583	0.011018563	0.01653851	0.01831418	0.12497646	0.04506876
Hungarian	Dutch	0.0656894	0.5212615	0.27986205	0.002723552	0.11509889	0.23715265	0.4447226	0.025175879	0.0034007037	0.030444525	0.017226866	0.3389748	0.3992589	0.21773079	0.040768594	0.21556386	0.03757142	0.01837283	0.067037426	0.010628578	0.017334986
German	German	0.0071096104	0.19847865	0.6236244	0.0009666635	0.017170127	0.75027347	0.0028958546	0.009873099	0.004574673	0.0035167744	0.0036787444	0.007801714	0.017258486	0.04908481	0.010689658	0.0059656785	0.066284895	0.008083021	0.0063629355	0.009593243	0.027930565
Portuguese	Russian	0.0018409402	0.19035934	0.20234144	0.0020916963	0.21430402	0.4085422	0.0026549806	0.246291	0.09141206	0.0028719848	0.020962885	0.009081077	0.17822522	0.5174244	0.1642195	0.36079267	0.20842177	0.19857933	0.041910976	0.14606841	0.27898094
Turkish	Turkish	0.011908225	0.25355414	0.21687348	0.0048530074	0.4596812	0.22100142	0.004223447	0.15833285	0.04326366	0.012212508	0.1421064	0.0104075195	0.104918	0.15001115	0.14298207	0.20158917	0.54278874	0.044828337	0.37484655	0.15962166	0.1540792
Estonian	Estonian	0.002195933	0.013816128	0.015546557	0.010252328	0.05087623	0.008552676	0.0055799335	0.15756051	0.05692944	0.0012066643	0.0015876223	0.01988097	0.07236308	0.50104606	0.08976939	0.026805235	0.055105545	0.8092547	0.020369753	0.061966226	0.20261785
Italian	French	0.001758359	0.118581876	0.025525471	0.00039697022	0.63149464	0.16817133	0.0007565053	0.14596039	0.022341792	0.00033270588	0.02494828	0.0045908927	0.18543974	0.6259487	0.1387029	0.033143803	0.2470808	0.043305162	0.037881657	0.11427255	0.10869433
German	Russian	0.0016123557	0.08851827	0.14265877	0.0009691758	0.36004865	0.18376951	0.00078625814	0.15709315	0.034180153	0.005788673	0.06265281	0.015019133	0.23122343	0.77734303	0.069840044	0.046348896	0.32834482	0.01982647	0.0066400166	0.027138522	0.06808282
Turkish	Russian	0.00074406486	0.22399938	0.29903907	0.0028782345	0.13234375	0.0889628	0.00038232	0.032881547	0.0016164706	0.0027891633	0.0017796973	0.055002827	0.0384948	0.791635	0.051202565	0.002862459	0.4439169	0.031955134	0.0035175201	0.012978479	0.04218809
Portuguese	Russian	0.017378487	0.08899521	0.040616646	0.06816496	0.24272661	0.032572515	0.02118644	0.3235487	0.03895691	0.03675044	0.027652958	0.16877517	0.24519241	0.72012085	0.3754054	0.07447602	0.17618944	0.02250515	0.14918563	0.048436314	0.083264895
Polish	Polish	0.023015365	0.22084816	0.10874373	0.001422387	0.30157515	0.19000097	0.0020706863	0.02189868	0.020965295	0.00708969	0.029682357	0.7981072	0.16166514	0.3669904	0.018633649	0.021604035	0.10236031	0.0022628459	0.0044493857	0.004043384	0.028999964
Swedish	Basque	0.00649979	0.087418	0.09768443	0.003962444	0.120714575	0.05486291	0.009960596	0.18449205	0.011749895	0.012568816	0.027997186	0.0042993226	0.052109893	0.07380208	0.18961993	0.5341007	0.2217558	0.07819146	0.34143206	0.6035205	0.25388417
Finnish	Swedish	0.19381756	0.31628916	0.47755003	0.23179457	0.12144057	0.18974361	0.14298913	0.14797534	0.046035346	0.12205501	0.09728552	0.088038184	0.18753967	0.1949292	0.28349796	0.51926315	0.069657326	0.043792546	0.12867746	0.025914479	0.07819868
Hungarian	Hungarian	0.0010125092	0.007286223	0.0038213886	0.000591715	0.0030189466	0.0040310263	0.99993765	0.0010207867	0.0003934534	0.00015776658	0.00035596828	0.0015383199	0.0020519851	0.002449658	0.0025137695	0.0030334995	0.0004519642	0.00013446805	0.00032610097	0.00046742088	0.0003339183
Russian	Russian	0.0038035915	0.24642633	0.34564844	0.0025605033	0.2068744	0.45950365	0.0013411044	0.116271876	0.045319345	0.003510649	0.070365414	0.00525146	0.36909592	0.53814167	0.22646992	0.058684867	0.17791665	0.08358111	0.022915898	0.043191697	0.15388946
Hungarian	Hungarian	0.00012532191	0.0012653003	0.000518074	0.00014147964	0.00065333484	0.00063155545	0.9999924	0.0007133055	0.00012990742	8.492629e-05	4.9597053e-05	0.0001587955	0.000649121	0.0015021265	0.0027709473	0.0009970983	0.00024796778	0.00026380783	0.0004180665	0.00049216417	0.00041382862
French	Japanese	0.1604006	0.059434827	0.12918128	0.4557505	0.16023637	0.101917975	0.058700666	0.1288102	0.5654421	0.13943626	0.074747555	0.39511874	0.08812403	0.28783312	0.09975072	0.20900334	0.07261349	0.088459715	0.16280621	0.03159805	0.067233786
Mandarin	Mandarin	0.0011300509	0.05251103	0.02428645	0.0001281962	0.07847185	0.07852646	2.1648484e-05	0.07102494	0.005140836	0.00093407766	0.9824562	0.0015328503	0.01590275	0.052629746	0.04246832	0.0030585912	0.083186455	0.017050318	0.01911634	0.037545964	0.014535361
Hungarian	Hungarian	8.5809115e-05	0.0020414814	0.00067085127	0.00064929086	0.00091374305	0.00086896814	0.9999932	0.00072305225	8.77151e-05	3.4783978e-05	0.0002917286	8.966052e-05	0.00027859033	0.0007900422	0.00090440165	0.0021295021	0.00020479446	5.8987553e-05	0.00018164785	0.00028891172	0.00016680203
Swedish	Swedish	0.040027138	0.16632582	0.032687865	0.040807486	0.044072088	0.057021115	0.043058895	0.04306476	0.26327515	0.02889755	0.0012019507	0.045968566	0.024520248	0.071544655	0.12368266	0.9208565	0.07670755	0.025123494	0.07791436	0.06872869	0.023036301
German	German	0.0006472645	0.65948045	0.06347569	0.000168159	0.018681318	0.7384155	0.00031855266	0.009479584	0.00032326314	0.00015917026	0.0010231645	0.0005913115	0.014774982	0.06537403	0.035950225	0.024624959	0.03145674	0.057473104	0.011917796	0.026821692	0.06175119
Danish	Danish	0.72373974	0.013805002	0.023637667	0.11376044	0.03945903	0.12515455	0.0070237024	0.07168954	0.019675063	0.18163107	0.02499475	0.124460086	0.022606948	0.10753218	0.028495453	0.43543756	0.05279615	0.021150699	0.4261863	0.055431493	0.013203107
Japanese	Japanese	0.0012500635	0.0031018828	0.00065340643	0.031885467	0.0074687675	0.0017426756	0.0021395215	0.010383072	0.99711627	0.0043360796	0.0010299888	0.050284874	0.00187016	0.015910102	0.015010415	0.00715803	0.005830514	0.024264785	0.027878221	0.007732261	0.004277309
Turkish	Italian	0.0006454992	0.031744145	0.023886587	0.00020525594	0.30840263	0.012765366	8.162921e-05	0.56629795	0.028977435	0.00021440348	0.004549713	0.00039660375	0.10608954	0.09221186	0.15979958	0.042054467	0.2570802	0.038287863	0.4213472	0.34272316	0.41470575
Hungarian	Hungarian	0.00022736227	0.001074114	0.0010745284	0.00030144918	0.00057446316	0.0006676153	0.9999959	0.00066912564	0.000916926	0.0005010272	0.00019811533	0.0007278535	0.00045591823	0.0006858535	0.0009471278	0.0006755874	0.00021487052	0.00042623904	0.00019713774	0.00069631165	0.0002771738
Swedish	Swedish	0.105474666	0.044833995	0.17975006	0.3758354	0.04649697	0.046012565	0.027879743	0.08321395	0.07636668	0.08347044	0.023001561	0.05034042	0.05420167	0.06921643	0.1056814	0.85911757	0.06368645	0.013654389	0.12476384	0.075035214	0.05513902
Basque	Basque	0.0015951985	0.047485746	0.007880153	0.00068104226	0.094352126	0.04772702	0.00031203576	0.40042046	0.0041917847	0.00043956994	0.0044683036	0.0034180093	0.019063307	0.12786607	0.23394713	0.019341718	0.1537935	0.1880008	0.018932728	0.82348937	0.12963493
French	French	0.0027794852	0.1463862	0.039235335	0.0011683465	0.69743174	0.23270327	0.00032940318	0.2882114	0.033812612	0.00055694085	0.04224469	0.0111390455	0.14664835	0.20400156	0.4660108	0.0780885	0.1850506	0.030144999	0.06706907	0.090779126	0.12674658
Finnish	Finnish	0.017292371	0.005075139	0.003121804	0.99803364	0.0023793592	0.0018532271	0.0012032907	0.020761546	0.0043575666	0.014241372	0.008494874	0.0026960452	0.004928892	0.005051348	0.02209456	0.043939356	0.0027206456	0.0124865845	0.009575554	0.008351242	0.0076165134
Turkish	French	0.0052026818	0.1374343	0.17215903	0.0037172209	0.542354	0.17967235	0.000667193	0.26127332	0.037354738	0.00259944	0.14464438	0.0046834876	0.29286337	0.2656819	0.44386196	0.026938146	0.24146907	0.036969416	0.14201808	0.1715426	0.26650882
Estonian	Russian	0.0037041253	0.068931594	0.05578258	0.0011821518	0.2666573	0.17059214	0.0041610356	0.18665437	0.025601083	0.002785982	0.042318672	0.006011864	0.17422932	0.62196815	0.24434891	0.045170855	0.15161182	0.081406	0.057876866	0.50238496	0.30044287
Hungarian	Hungarian	0.008872592	0.02285279	0.016752629	0.027815808	0.08723767	0.0051635914	0.9761756	0.047789495	0.09557616	0.064707235	0.0056715906	0.01049929	0.025006369	0.08188635	0.017489033	0.03283314	0.1058127	0.0016867789	0.04577463	0.0052246526	0.002064887
French	Turkish	0.0011417592	0.5870222	0.12161859	0.0012711579	0.17984526	0.34860516	0.0009375845	0.043481145	0.005922112	0.0012476644	0.009428848	0.020937959	0.23355529	0.15968257	0.063620456	0.034134757	0.59888756	0.09168836	0.10100906	0.0849238	0.12057478
Arabic	Arabic	0.041874573	0.00398993	0.0013312309	0.04028927	0.005339729	0.012341797	0.0017608962	0.005956728	0.0050372947	0.0036511433	0.00083860726	0.006600386	0.0023792626	0.0175524	0.012332579	0.122559175	0.0062248427	0.00065579364	0.99034125	0.0013012347	0.00018128184
German	Russian	0.00090832385	0.06931747	0.0313781	0.00025179068	0.18830271	0.26845202	9.446762e-05	0.028944569	0.0033851217	0.0005113558	0.055096913	0.0081232805	0.06802069	0.92657256	0.04013582	0.012015946	0.122728236	0.01665672	0.004696438	0.018771084	0.04583849
Catalan	Spanish	0.00031584167	0.02446792	0.15656856	0.000711824	0.14600089	0.031410348	0.00015473823	0.18594173	0.06273542	0.00054964673	0.01096615	0.00030459612	0.28954566	0.098339394	0.83638537	0.010499916	0.077582575	0.061064467	0.021876207	0.06357943	0.3263839
Arabic	Italian	0.0011114427	0.32816243	0.13131338	0.0001833203	0.44259754	0.13795203	0.00068618666	0.64648527	0.018921651	0.0012417594	0.036008634	0.00021951324	0.02527781	0.097818054	0.08367038	0.016226586	0.3347471	0.01636376	0.25358695	0.18861632	0.1042326
Catalan	Catalan	0.0009912432	0.041988302	0.20702174	0.0009364151	0.27449888	0.01428978	0.00019595858	0.17577012	0.008096126	0.0004612202	0.005052711	0.0007474886	0.47172838	0.082516916	0.270572	0.0174621	0.2020067	0.08149543	0.114734165	0.113143004	0.6874387
Mandarin	Mandarin	0.0010995757	0.024206903	0.014693434	7.729055e-05	0.027776247	0.036200058	4.475856e-06	0.02492986	0.0057679615	0.000911157	0.9973043	0.00064749806	0.01019413	0.0253908	0.016121468	0.0011158838	0.026439808	0.0016920161	0.007768291	0.0068604634	0.004896415
Korean	Korean	0.0049599786	0.0025815442	0.006303383	0.024404094	0.004562188	0.0028956844	0.005589734	0.008259149	0.002287837	0.99343246	0.024466163	0.0076824	0.011785966	0.005999549	0.0048672063	0.012786428	0.0116982795	0.006971569	0.105252974	0.0025278695	0.0013438609
Turkish	French	0.00265266	0.052206885	0.061470322	0.0022400867	0.7563979	0.035453193	0.0012972042	0.10024887	0.024401888	0.0027289519	0.044498745	0.0070572244	0.3318802	0.437935	0.103788465	0.00852832	0.26091117	0.01645667	0.09409727	0.034282316	0.12748836
Arabic	Arabic	0.030808602	0.005647571	0.0020593377	0.0058236634	0.01619447	0.00794448	0.0036206983	0.019281875	0.059452627	0.02152872	0.0055184946	0.022929125	0.009498717	0.010492536	0.019790223	0.02242565	0.018685503	0.0012239818	0.996119	0.004072402	0.0010106849
Basque	Basque	0.0036304197	0.011752933	0.0048460355	0.0033203606	0.024202516	0.008629037	0.00028755006	0.0849928	0.0075838515	0.00033079582	0.0014961464	0.00067765394	0.0138988495	0.085995816	0.22179998	0.017933547	0.01830607	0.5312981	0.019844135	0.78820145	0.17463206
Italian	Arabic	0.06847013	0.03180533	0.032656245	0.1967211	0.06979991	0.021059252	0.1397035	0.3185792	0.0323887	0.18108313	0.010955408	0.15353644	0.20076072	0.10693579	0.31833094	0.5247716	0.13998112	0.02768094	0.5574865	0.07606684	0.072646715
Arabic	Polish	0.3093096	0.20818298	0.21782531	0.1010428	0.17642605	0.19955076	0.04285925	0.1102037	0.04253746	0.057071775	0.059487663	0.5627532	0.28053895	0.446977	0.09146572	0.22022168	0.1812312	0.044094488	0.12841514	0.02589578	0.07616228
Russian	Russian	0.12833913	0.17127478	0.056868352	0.036517046	0.13289782	0.14916727	0.008884049	0.091012396	0.013808173	0.02226953	0.034806952	0.28404036	0.102105685	0.8815678	0.08786892	0.10044063	0.08736992	0.019397825	0.06062052	0.027096678	0.030968701
Basque	Italian	0.009686131	0.040359132	0.02162156	0.038349994	0.03812463	0.020847205	0.0012972945	0.5666155	0.0144119095	0.0029451747	0.0064263195	0.0057722153	0.067894675	0.09239661	0.51801324	0.019340958	0.06372287	0.30842665	0.079659045	0.4675759	0.25900996
Dutch	Dutch	0.07641564	0.5467332	0.25108013	0.12533773	0.26564464	0.18729556	0.17130627	0.1804839	0.078886	0.02721003	0.1810249	0.14299692	0.18270056	0.2616894	0.13016374	0.50589824	0.042530112	0.0049715433	0.09459828	0.019642903	0.05328586
Basque	Basque	0.002337234	0.04846077	0.033013843	0.00010435267	0.03756831	0.03157575	0.0010271862	0.12393125	0.0025118506	0.0005442063	0.011087778	0.00031488526	0.024296368	0.085126914	0.09999368	0.034347042	0.12099986	0.036327284	0.21504553	0.9107759	0.26062384
Dutch	Polish	0.1722599	0.23010464	0.13529289	0.034344625	0.23043405	0.188525	0.014058681	0.05814171	0.029081307	0.05390581	0.07222195	0.67006207	0.46131292	0.24598859	0.08779291	0.05666597	0.16264793	0.052135054	0.060764194	0.035783943	0.17129047
Arabic	Arabic	0.010116741	0.01185095	0.0029749956	0.0062224776	0.01601873	0.010240866	0.008246369	0.009203253	0.01629989	0.019500798	0.0058208997	0.028499205	0.015001507	0.019806588	0.010485351	0.009313359	0.026664881	0.002208448	0.9980762	0.0037530619	0.001806874
Swedish	Swedish	0.485267	0.14765711	0.15819708	0.22938834	0.060188726	0.36088094	0.030849706	0.042592857	0.022191372	0.13488592	0.06036063	0.2046559	0.06278423	0.19322571	0.08999236	0.5250415	0.055667065	0.06904506	0.35851917	0.023354312	0.0473029
Japanese	Japanese	0.00087844895	0.00083991064	0.0008110007	0.0023796458	0.0019079633	0.00024431877	0.011154851	0.0032539787	0.99991685	0.0016588913	9.934201e-05	0.0023035873	0.00020544762	0.0012082804	0.0015021806	0.00198275	0.0013072647	0.0004506342	0.0010595334	0.00092300744	0.00016260927
French	French	0.0052111577	0.11475864	0.27388588	0.0038369156	0.7670945	0.09087323	0.0045758584	0.10298157	0.14177555	0.004209858	0.056659866	0.014846049	0.19542766	0.24697897	0.14542966	0.03825246	0.22833627	0.040006198	0.039554946	0.04717589	0.31871083
Korean	Korean	0.004982296	0.002735293	0.002536718	0.00043595728	0.0022315232	0.0022792695	0.0047856094	0.005942681	0.005546033	0.99938715	0.0231433	0.019840606	0.0041494435	0.0016905068	0.001958356	0.0037525173	0.009395364	0.00024091142	0.0053602597	0.0015503304	0.0006477804
Turkish	Basque	0.0015074242	0.052814018	0.043616727	0.0029474949	0.19976434	0.05954096	0.0009534908	0.19583157	0.017720059	0.0069195717	0.04234181	0.004613888	0.07674182	0.4156185	0.34065783	0.024426492	0.33637267	0.0356333	0.06253939	0.69320756	0.13108347
Japanese	Japanese	0.00078155176	0.027690917	0.00227999	0.010743469	0.037765816	0.0017482738	0.000523083	0.19707572	0.972734	0.002395196	0.0017500479	0.0027530214	0.07775028	0.046567693	0.06268263	0.0038902846	0.014118017	0.0011526394	0.015046857	0.004052938	0.00380561
Portuguese	Turkish	0.0006763294	0.13979927	0.109142125	0.0005927897	0.5085723	0.07763466	0.0010329915	0.2520342	0.15752992	0.001906599	0.098633744	0.0014748498	0.20881377	0.14532384	0.20064937	0.11733711	0.55488294	0.079541564	0.08471144	0.3107893	0.26279223
Mandarin	Mandarin	3.8742004e-05	0.0022063113	0.004964203	8.30302e-06	0.019757167	0.0030793028	6.1837527e-06	0.012193551	0.0008317912	2.6514786e-05	0.99962753	1.198969e-05	0.0070717493	0.0038908888	0.0073727667	0.0005443208	0.0060478593	0.0001947009	0.00078700384	0.0016476788	0.0024954358
Estonian	Estonian	0.0070798146	0.038473148	0.0139722545	0.01178422	0.107024334	0.05234234	0.0011109135	0.22101094	0.029922325	0.0045907507	0.008743121	0.014324715	0.054097626	0.38106513	0.22021054	0.019109778	0.044784028	0.59636474	0.015774256	0.5295025	0.31404334
Portuguese	Finnish	0.02600871	0.06477323	0.34709716	0.7768879	0.030127393	0.014461066	0.07023964	0.21099213	0.033890404	0.06547999	0.027662467	0.02817648	0.20874752	0.17163733	0.30352607	0.13703944	0.081514016	0.03676902	0.12522651	0.015346305	0.07534494
English	English	0.002502831	0.07751601	0.9480972	0.012736604	0.020257326	0.106715836	0.0025770392	0.026840411	0.0052204984	0.011260249	0.0007020568	0.0070848074	0.024438342	0.25889137	0.028059905	0.0072357026	0.088776834	0.074655734	0.0008496569	0.0059551573	0.015851164
English	Russian	0.075554565	0.18252772	0.30490488	0.03457532	0.09430614	0.28277126	0.011243369	0.098553695	0.0028500466	0.0126270065	0.07301604	0.018898208	0.17510907	0.62197787	0.33496332	0.4326075	0.107964225	0.05418919	0.07430593	0.11417183	0.11065915
Arabic	Arabic	0.00070922426	0.0014368622	0.00018967658	0.0010615232	0.006265589	0.000984107	0.00029013306	0.001018423	0.0012724298	0.0033319718	0.001086823	0.01734454	0.0019053557	0.0096449945	0.0022595294	0.0011114763	0.013295502	0.00032636095	0.99967986	0.0007311034	0.00016303494
Italian	Italian	0.0009872693	0.022520449	0.012816493	0.0038411508	0.07593204	0.018723432	0.0006838471	0.84586966	0.023593746	0.0017581341	0.0035008148	0.0021117318	0.013974197	0.062449824	0.20639849	0.01908827	0.059137892	0.13533828	0.026554832	0.38459796	0.24419178
Basque	Basque	0.00045571837	0.008969576	0.0057289205	8.623727e-05	0.048141282	0.020589426	0.00020072845	0.1039462	0.00046858613	0.0011868074	0.0057532433	0.0016758029	0.01692396	0.13230306	0.07841787	0.0048668613	0.10021485	0.023597347	0.020625971	0.9715569	0.08597047
Mandarin	Japanese	0.015305641	0.04270026	0.033232115	0.014252634	0.10133135	0.01978619	0.0023427978	0.071534395	0.80231535	0.16284195	0.5310339	0.036770996	0.035273563	0.04843951	0.05507098	0.037904736	0.07537443	0.010585559	0.09394295	0.06577256	0.016471604
Estonian	Italian	0.0015064758	0.09064522	0.014348052	0.004663012	0.035568636	0.07074761	0.0008078077	0.5986381	0.008455506	0.0010724763	0.0077029346	0.0024772675	0.049498998	0.13404801	0.3179999	0.025413807	0.039701756	0.38524795	0.04960211	0.53954136	0.24704348
